S723136D00101,"ｻﾝﾄｯｸｽRW82#70 15x250m",R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00102,"ｻﾝﾄｯｸｽRW82#70 15X180M",R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00103,"ｻﾝﾄｯｸｽRW82#70 15X70M",R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00201,"ｻﾝﾄｯｸｽRS82#70 12x250m",R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00301,ﾙﾐﾗｰS10(PETﾌｨﾙﾑ50μ)幅175×100×5R,R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00302,ﾙﾐﾗｰS10(PETﾌｨﾙﾑ50μ)幅160×100×6R,R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00303,ﾙﾐﾗｰS10(PETﾌｨﾙﾑ50μ)幅130×100×7R,R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00304,ﾙﾐﾗｰS10(PETﾌｨﾙﾑ38μ)幅140×200×7R,R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S723136D00305,ﾙﾐﾗｰS10(PETﾌｨﾙﾑ38μ)幅140×500×7R,R,000,723116,"2022-01-12 10:00:00",1,0,0,1,1
S730105D00102,年末割増量　30%,,000,760105,"2022-01-12 10:00:00",1,0,0,1,1
S741152I00101,ｴｸｽﾊﾟﾝｾﾙ(930)MB120,ｋｇ,000,741156,"2022-01-12 10:00:00",1,0,0,2,1
S741182I00101,"ﾐｼﾝ糸 (DS-5Ⅱ) V20/6 (白) 1㎏巻",本,000,741186,"2022-01-12 10:00:00",1,0,0,2,1
S744032D00101,"ｷﾋﾞﾄﾝTR575(ﾆ色ｺｰﾅｰ用試作) *",,000,744021,"2022-01-12 10:00:00",1,0,0,1,1
S744032D00201,"ｻﾝﾄｯｸｽRW82#70 15x480m",,000,744021,"2022-01-12 10:00:00",1,0,0,1,1
S744032D00301,"ｼﾘｺﾝ金具焼付 WS-20LT-TB",,000,744021,"2022-01-12 10:00:00",1,0,0,1,1
S750012I00101,"ﾌﾛﾛｻｰﾌ FG-3030TH-8.0",ｋｇ,000,750016,"2022-01-12 10:00:00",1,0,0,2,1
S752132I00101,"ｱｻｸﾘﾝEX 25kg",袋,000,752136,"2022-01-12 10:00:00",1,0,0,2,1
S752132I00201,"ﾎﾟﾘﾌﾟﾗｽ PP40-60 (20kg入)",台,000,752136,"2022-01-12 10:00:00",1,0,0,2,1
S752132I00301,"ﾛﾝｸﾞﾌｼﾞﾛｰﾌﾞ(直付) L=600",双,000,752136,"2022-01-12 10:00:00",1,0,0,2,1
S753082I00101,(PP)粉砕ﾙｰﾀﾞｰ加工,ｋｇ,000,754086,"2022-01-12 10:00:00",1,0,0,2,1
S753082I00102,"HD 雑色(中密度ﾎﾟﾘｴﾁﾚﾝ M-DPE)",ｋｇ,000,754086,"2022-01-12 10:00:00",1,0,0,2,1
S753082I00103,"再生LDPE原料 雑色",ｋｇ,000,754086,"2022-01-12 10:00:00",1,0,0,2,1
S753082I00104,再生高圧原料（雑色）　北海樹脂,ｋｇ,000,754086,"2022-01-12 10:00:00",1,0,0,2,1
S753092I00101,"AIRMAN OIL 20L",個,000,754096,"2022-01-12 10:00:00",1,0,0,2,1
S753102B00101,灯油代,,000,754106,"2022-01-12 10:00:00",1,0,0,3,1
S753131D00101,"SS角ﾊﾟｲﾌﾟ 2.3X50角x3m",,000,754135,"2022-01-12 10:00:00",1,0,0,1,1
S753131D00102,"ｱﾝｸﾞﾙ 3x20x2m",,000,754135,"2022-01-12 10:00:00",1,0,0,1,1
S753131D00103,"鉄板 1.6X1m",,000,754135,"2022-01-12 10:00:00",1,0,0,1,1
S760182I00101,"角P 1.6tx31x31x 5.5m",本,000,760186,"2022-01-12 10:00:00",1,0,0,2,1
S760182I00102,"角P 2.3tx50x50x 5.5m",本,000,760186,"2022-01-12 10:00:00",1,0,0,2,1
S760182I00103,"角P 3.2tx50x50x 6m",本,000,760186,"2022-01-12 10:00:00",1,0,0,2,1
S762012I00101,ABSﾌｨﾗﾒﾝﾄ,,000,762016,"2022-01-12 10:00:00",1,0,0,2,1
